日付,証明番号,ゲーム,カード番号,キャラ名,セット,仕入値,出品数,全体中央値,TOP中央値,目標価格,損益分岐,乖離率,判定,出品価格
2026-04-25,150142378,One Piece Card Game,017,Nami,Promo Cards,12999,28,199.62,148.81,158.85,126.76,-20%,GO,189.98
2026-04-25,150185886,One Piece Card Game,016,Nami,25th Anniversary Premium Card Collection,11999,313,181.99,189.99,148.26,118.31,-19%,GO,172.98
2026-04-25,143570665,One Piece Card Game,005,Monkey D. Luffy,Premium Booster -One Piece Card the Best- VOL.2,10399,0,,,,,,先行出品,143.98
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.02,135.92,107%,NO-GO,
2026-05-01,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,27,130.00,139.99,256.57,204.74,97%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,73,139.98,139.99,225.18,179.69,61%,NO-GO,
2026-05-01,120628342,Pokemon,246,Fa/Elesa's Sparkle Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,11999,47,146.76,162.24,150.91,120.42,3%,保留,150.98
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,61,81.99,79.99,147.17,107.53,79%,NO-GO,
2026-05-01,143570681,One Piece Card Game,075,Monkey D. Luffy,Premium Booster -One Piece Card the Best- VOL.2,9888,25,189.99,180.00,128.15,102.26,-33%,GO,180.98
2026-05-01,143570679,One Piece Card Game,013,Monkey D. Luffy,The Azure Sea's Seven,9888,5,120.00,109.95,128.15,102.26,7%,保留,128.98
2026-05-01,146261748,One Piece Card Game,102,Nami,Promotion Card Set 2025,9000,15,124.99,205.90,118.58,94.63,-5%,GO,118.98
2026-05-01,88756207,One Piece Card Game,016,Nami Promotion Card Set 1,Promo Cards,20000,337,175.99,187.20,237.16,189.25,35%,保留,237.98
2026-05-01,141820414,One Piece Card Game,113,Jewelry Bonney Mini-Tin Ps VOL.2-Rokushiro,Mini-Tin Pack Set VOL.2,16500,1,188.10,,199.43,159.14,6%,保留,199.98
2026-05-01,141820371,One Piece Card Game,111,Nico Robin Mini-Tin Ps VOL.2-Rokushiro,Mini-Tin Pack Set VOL.2,25000,0,,,,,,先行出品,317.98
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.02,135.92,107%,NO-GO,
2026-05-01,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,460,115.00,115.00,199.43,159.14,73%,NO-GO,
2026-05-01,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,28,139.99,139.99,256.57,204.74,83%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,73,139.98,139.99,225.18,179.69,61%,NO-GO,
2026-05-01,120628342,Pokemon,246,Fa/Elesa's Sparkle Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,11999,47,146.76,162.24,150.91,120.42,3%,保留,150.98
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,62,82.70,81.95,147.17,107.53,78%,NO-GO,
2026-05-01,143570681,One Piece Card Game,075,Monkey D. Luffy,Premium Booster -One Piece Card the Best- VOL.2,9888,26,199.00,180.00,128.15,102.26,-36%,GO,189.98
2026-05-01,143570679,One Piece Card Game,013,Monkey D. Luffy,The Azure Sea's Seven,9888,5,120.00,109.95,128.15,102.26,7%,保留,128.98
2026-05-01,146261748,One Piece Card Game,102,Nami,Promotion Card Set 2025,9000,16,140.00,205.90,118.58,94.63,-15%,GO,133.98
2026-05-01,88756207,One Piece Card Game,016,Nami,Promo Cards,20000,339,175.99,187.20,237.16,189.25,35%,保留,237.98
2026-05-01,141820414,One Piece Card Game,113,Jewelry Bonney Mini-Tin Ps VOL.2-Rokushiro,Mini-Tin Pack Set VOL.2,16500,2,149.98,149.98,199.43,159.14,33%,保留,199.98
2026-05-01,141820371,One Piece Card Game,111,Nico Robin Mini-Tin Ps VOL.2-Rokushiro,Mini-Tin Pack Set VOL.2,25000,2,294.00,,268.41,232.26,-9%,GO,279.98
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.10,135.98,107%,NO-GO,
2026-05-01,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,464,115.00,115.00,199.52,159.21,73%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,0,,,,,,先行出品,246.98
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,0,,,,,,先行出品,147.98
2026-05-01,146261748,One Piece Card Game,102,Nami,Promotion Card Set 2025,9000,0,,,,,,先行出品,129.98
2026-05-01,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,10000,1,68.02,,141.35,103.27,108%,NO-GO,
2026-05-01,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,17000,92,99.99,99.99,223.80,163.51,124%,NO-GO,
2026-05-01,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,80,142.00,139.00,215.70,172.12,52%,NO-GO,
2026-05-01,75362620,Pokemon,056,Snorlax-Holo,POKEMON GO JAPANESE,15000,5,500.00,500.00,169.07,146.30,-66%,GO,475.98
2026-05-01,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17000,1088,100.00,100.00,223.80,163.51,124%,NO-GO,
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.11,135.98,107%,NO-GO,
2026-05-01,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,464,115.00,115.00,199.53,159.22,74%,NO-GO,
2026-05-01,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,29,139.99,139.99,256.69,204.83,83%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,71,139.99,139.99,225.28,179.77,61%,NO-GO,
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,62,81.99,79.99,147.24,107.58,80%,NO-GO,
2026-05-01,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,10000,1,68.02,,141.35,103.28,108%,NO-GO,
2026-05-01,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,17000,92,99.99,99.99,223.81,163.52,124%,NO-GO,
2026-05-01,143595907,Pokemon,055,Ho-Oh V Incandescent Arcana,POKEMON JAPANESE SWORD & SHIELD INCANDESCENT ARCANA,9500,3,129.99,150.00,124.03,98.97,-5%,GO,123.98
2026-05-01,144491679,Pokemon,238,Mega Diancie Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,17000,15,152.90,152.90,204.92,163.52,34%,保留,204.98
2026-05-01,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,80,142.00,139.00,215.71,172.13,52%,NO-GO,
2026-05-01,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17000,1086,100.00,100.00,223.81,163.52,124%,NO-GO,
2026-05-01,138765472,Pokemon,108,Fa/Rayquaza Vmax Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,25800,26,266.97,267.00,276.50,239.26,4%,保留,276.98
2026-05-01,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,21000,71,139.99,139.99,248.06,197.95,77%,NO-GO,
2026-05-01,141530622,Pokemon,048,Fa/Umbreon Vmax Eevee Heroes,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,13999,0,,,,,,先行出品,188.98
2026-05-01,150033460,Pokemon,088,Gengar Ex Super,POKEMON JAPANESE SV5K-WILD FORCE,27999,6,229.99,201.00,298.37,258.18,30%,保留,298.98
2026-05-01,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,93,149.89,149.00,226.49,180.74,51%,NO-GO,
2026-05-01,139761885,Pokemon,071,Gengar-Holo Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,12480,30,139.99,140.00,156.17,124.62,12%,保留,156.98
2026-05-01,139307688,Pokemon,115,Charizard Ex,POKEMON JAPANESE SV4A-SHINY TREASURE EX,8999,74,150.00,150.00,118.63,94.66,-21%,GO,142.98
2026-05-01,131017208,Pokemon,011,Radiant Charizard,POKEMON GO JAPANESE,25000,60,250.00,250.00,268.54,232.37,7%,保留,268.98
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.03,135.92,107%,NO-GO,
2026-05-01,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,463,115.00,115.00,199.44,159.15,73%,NO-GO,
2026-05-01,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,29,139.99,139.99,256.58,204.75,83%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,71,139.99,139.99,225.19,179.69,61%,NO-GO,
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,62,81.99,81.95,147.18,107.53,80%,NO-GO,
2026-05-01,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,10000,6,66.59,66.59,141.29,103.23,112%,NO-GO,
2026-05-01,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,17000,91,99.99,99.99,223.71,163.45,124%,NO-GO,
2026-05-01,143595907,Pokemon,055,Ho-Oh V Incandescent Arcana,POKEMON JAPANESE SWORD & SHIELD INCANDESCENT ARCANA,9500,4,150.00,150.00,123.98,98.93,-17%,GO,142.98
2026-05-01,144491679,Pokemon,238,Mega Diancie Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,17000,15,152.90,152.90,204.83,163.45,34%,保留,204.98
2026-05-01,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,80,142.00,139.00,215.61,172.05,52%,NO-GO,
2026-05-01,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17000,1085,100.00,100.00,223.71,163.45,124%,NO-GO,
2026-05-01,140727201,Pokemon,071,Misty's Psyduck Art,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,19000,69,160.00,164.45,226.39,180.66,41%,保留,226.98
2026-05-01,137607102,Pokemon,017,Psyduck Remix Bout,POKEMON JAPANESE SUN & MOON REMIX BOUT,14800,1,279.80,279.80,167.02,144.53,-40%,GO,265.98
2026-05-01,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,21000,71,139.99,139.99,247.95,197.86,77%,NO-GO,
2026-05-01,150033460,Pokemon,088,Gengar Ex Super,POKEMON JAPANESE SV5K-WILD FORCE,27999,59,350.00,259.99,298.24,258.07,-15%,GO,332.98
2026-05-01,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,98,149.00,149.00,226.39,180.66,52%,NO-GO,
2026-05-01,139761885,Pokemon,071,Gengar-Holo Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,12480,32,139.99,140.00,156.10,124.57,12%,保留,156.98
2026-05-01,131017208,Pokemon,011,Radiant Charizard,POKEMON GO JAPANESE,25000,60,250.00,250.00,268.43,232.27,7%,保留,268.98
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.03,135.92,107%,NO-GO,
2026-05-01,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,462,115.00,115.00,199.44,159.15,73%,NO-GO,
2026-05-01,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,29,139.99,139.99,256.58,204.75,83%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,71,139.99,139.99,225.19,179.69,61%,NO-GO,
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,62,81.99,81.95,147.18,107.53,80%,NO-GO,
2026-05-01,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,10000,6,66.59,66.59,141.29,103.23,112%,NO-GO,
2026-05-01,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,17000,91,99.99,99.99,223.71,163.45,124%,NO-GO,
2026-05-01,143595907,Pokemon,055,Ho-Oh V Incandescent Arcana,POKEMON JAPANESE SWORD & SHIELD INCANDESCENT ARCANA,9500,4,150.00,150.00,123.98,98.93,-17%,GO,142.98
2026-05-01,144491679,Pokemon,238,Mega Diancie Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,17000,15,152.90,152.90,204.83,163.45,34%,保留,204.98
2026-05-01,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,80,142.00,139.00,215.61,172.05,52%,NO-GO,
2026-05-01,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17000,1085,100.00,100.00,223.71,163.45,124%,NO-GO,
2026-05-01,147571967,Pokemon,224,Fa/Lucario & Mlmtl.gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15000,0,,,,,,先行出品,200.98
2026-05-01,140727201,Pokemon,071,Misty's Psyduck Art,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,19000,69,160.00,164.45,226.39,180.66,41%,保留,226.98
2026-05-01,137607102,Pokemon,017,Psyduck Remix Bout,POKEMON JAPANESE SUN & MOON REMIX BOUT,14800,1,279.80,279.80,167.02,144.53,-40%,GO,265.98
2026-05-01,138765472,Pokemon,108,Fa/Rayquaza Vmax Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,25800,26,266.97,267.00,276.38,239.16,4%,保留,276.98
2026-05-01,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,21000,71,139.99,139.99,247.95,197.86,77%,NO-GO,
2026-05-01,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,19800,83,59.99,60.00,282.74,187.54,371%,NO-GO,
2026-05-01,141530622,Pokemon,048,Fa/Umbreon Vmax Eevee Heroes,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,13999,37,120.00,139.95,172.48,137.64,44%,保留,172.98
2026-05-01,150033460,Pokemon,088,Gengar Ex Super,POKEMON JAPANESE SV5K-WILD FORCE,27999,59,350.00,259.99,298.24,258.07,-15%,GO,332.98
2026-05-01,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,98,149.00,149.00,226.39,180.66,52%,NO-GO,
2026-05-01,139761885,Pokemon,071,Gengar-Holo Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,12480,32,139.99,140.00,156.10,124.57,12%,保留,156.98
2026-05-01,139761896,Pokemon,002,Fa/Gengar Vmax Gengar Vmax High-Cls.dk.,POKEMON JAPANESE SWORD & SHIELD GENGAR VMAX HIGH-CLASS DECK,19780,1,144.99,,234.80,187.37,62%,NO-GO,
2026-05-01,83387976,Pokemon,7,Charizard Gx Detective Pikachu,POKEMON JAPANESE SUN & MOON DETECTIVE PIKACHU,27500,4,500.00,500.00,293.28,253.78,-41%,GO,475.98
2026-05-01,139307688,Pokemon,115,Charizard Ex,POKEMON JAPANESE SV4A-SHINY TREASURE EX,8999,74,150.00,150.00,118.58,94.62,-21%,GO,142.98
2026-05-01,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.04,135.93,107%,NO-GO,
2026-05-01,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,464,115.00,115.00,199.45,159.16,73%,NO-GO,
2026-05-01,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,29,139.99,139.99,256.59,204.75,83%,NO-GO,
2026-05-01,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,71,139.99,139.99,225.19,179.70,61%,NO-GO,
2026-05-01,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,62,81.99,81.95,147.18,107.54,80%,NO-GO,
2026-05-01,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,10000,6,66.59,66.59,141.30,103.24,112%,NO-GO,
2026-05-01,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,17000,91,99.99,99.99,223.72,163.46,124%,NO-GO,
2026-05-01,143595907,Pokemon,055,Ho-Oh V Incandescent Arcana,POKEMON JAPANESE SWORD & SHIELD INCANDESCENT ARCANA,9500,4,150.00,150.00,123.98,98.93,-17%,GO,142.98
2026-05-01,144491679,Pokemon,238,Mega Diancie Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,17000,15,152.90,152.90,204.84,163.46,34%,保留,204.98
2026-05-01,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,80,142.00,139.00,215.62,172.06,52%,NO-GO,
2026-05-01,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17000,1085,100.00,100.00,223.72,163.46,124%,NO-GO,
2026-05-01,147571967,Pokemon,224,Fa/Lucario & Mlmtl.gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15000,0,,,,,,先行出品,200.98
2026-05-01,140727201,Pokemon,071,Misty's Psyduck Art,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,19000,68,164.45,164.49,226.40,180.66,38%,保留,226.98
2026-05-01,137607102,Pokemon,017,Psyduck Remix Bout,POKEMON JAPANESE SUN & MOON REMIX BOUT,14800,1,279.80,279.80,167.03,144.53,-40%,GO,265.98
2026-05-01,138765472,Pokemon,108,Fa/Rayquaza Vmax Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,25800,26,266.97,267.00,276.39,239.16,4%,保留,276.98
2026-05-01,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,21000,71,139.99,139.99,247.96,197.87,77%,NO-GO,
2026-05-01,141530622,Pokemon,048,Fa/Umbreon Vmax Eevee Heroes,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,13999,37,120.00,139.95,172.49,137.64,44%,保留,172.98
2026-05-01,150033460,Pokemon,088,Gengar Ex Super,POKEMON JAPANESE SV5K-WILD FORCE,27999,59,350.00,259.99,298.25,258.08,-15%,GO,332.98
2026-05-01,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,98,149.00,149.00,226.40,180.66,52%,NO-GO,
2026-05-01,139761885,Pokemon,071,Gengar-Holo Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,12480,32,139.99,140.00,156.11,124.57,12%,保留,156.98
2026-05-01,139761896,Pokemon,002,Fa/Gengar Vmax Gengar Vmax High-Cls.dk.,POKEMON JAPANESE SWORD & SHIELD GENGAR VMAX HIGH-CLASS DECK,19780,1,144.99,,234.81,187.37,62%,NO-GO,
2026-05-01,83387976,Pokemon,7,Charizard Gx Detective Pikachu,POKEMON JAPANESE SUN & MOON DETECTIVE PIKACHU,27500,4,500.00,500.00,293.29,253.79,-41%,GO,475.98
2026-05-01,139307688,Pokemon,115,Charizard Ex,POKEMON JAPANESE SV4A-SHINY TREASURE EX,8999,74,150.00,150.00,118.58,94.62,-21%,GO,142.98
2026-05-01,131017208,Pokemon,011,Radiant Charizard,POKEMON GO JAPANESE,25000,59,250.00,250.00,268.43,232.28,7%,保留,268.98
2026-05-02,142833357,One Piece Card Game,057,Perfume Femur,Premium Card Collection -Best Selection VOL.4-,13800,2,89.99,74.95,186.01,135.91,107%,NO-GO,
2026-05-02,138581760,Pokemon,001,Fa/Pikachu 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,16500,459,111.00,111.00,199.42,159.13,80%,NO-GO,
2026-05-02,128629880,Pokemon,023,Flying Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,28,131.99,125.00,256.55,204.72,94%,NO-GO,
2026-05-02,139562275,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18888,72,139.99,139.99,225.16,179.67,61%,NO-GO,
2026-05-02,137306154,Pokemon,105,Lillie's Ribombee Art,POKEMON JAPANESE SV9-BATTLE PARTNERS,10500,64,82.70,81.95,147.16,107.52,78%,NO-GO,
2026-05-02,146518166,Pokemon,117,Lapras Ex Super,POKEMON JAPANESE SV7-STELLAR MIRACLE,10000,6,66.59,66.59,141.27,103.22,112%,NO-GO,
2026-05-02,146518167,Pokemon,006,Pikachu Ex,POKEMON JAPANESE MP1-START DECK 100 BATTLE COLLECTION COROCIAO VERSION,17000,83,100.00,100.00,223.68,163.43,124%,NO-GO,
2026-05-02,143595907,Pokemon,055,Ho-Oh V Incandescent Arcana,POKEMON JAPANESE SWORD & SHIELD INCANDESCENT ARCANA,9500,6,142.98,116.40,123.96,98.92,-13%,GO,135.98
2026-05-02,144491679,Pokemon,238,Mega Diancie Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,17000,16,152.95,152.90,204.81,163.43,34%,保留,204.98
2026-05-02,120423131,Pokemon,224,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,18000,77,149.69,139.00,215.59,172.03,44%,保留,215.98
2026-05-02,129814099,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17000,1098,100.00,100.00,223.68,163.43,124%,NO-GO,
2026-05-02,147571967,Pokemon,224,Fa/Lucario & Mlmtl.gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,15000,1,200.98,,168.99,146.23,-16%,GO,190.98
2026-05-02,140727201,Pokemon,071,Misty's Psyduck Art,POKEMON JAPANESE SV9A-HEAT WAVE ARENA,19000,69,164.49,164.49,226.36,180.63,38%,保留,226.98
2026-05-02,137607102,Pokemon,017,Psyduck Remix Bout,POKEMON JAPANESE SUN & MOON REMIX BOUT,14800,2,279.80,279.80,167.00,144.51,-40%,GO,265.98
2026-05-02,138765472,Pokemon,108,Fa/Rayquaza Vmax Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,25800,29,264.00,264.00,276.34,239.13,5%,保留,276.98
2026-05-02,116902312,Pokemon,223,Eevee Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,21000,72,139.99,139.99,247.92,197.84,77%,NO-GO,
2026-05-02,121403536,Pokemon,093,Umbreon Ex,POKEMON JAPANESE SV8A-TERASTAL FEST EX,19800,82,59.99,60.00,282.70,187.52,371%,NO-GO,
2026-05-02,141530622,Pokemon,048,Fa/Umbreon Vmax Eevee Heroes,POKEMON JAPANESE SWORD & SHIELD EEVEE HEROES,13999,37,130.95,139.95,172.46,137.62,32%,保留,172.98
2026-05-02,150033460,Pokemon,088,Gengar Ex Super,POKEMON JAPANESE SV5K-WILD FORCE,27999,59,350.00,259.99,298.20,258.04,-15%,GO,332.98
2026-05-02,143375497,Pokemon,074,Fa/Gengar Dark Phantasma,POKEMON JAPANESE SWORD & SHIELD DARK PHANTASMA,19000,99,149.98,149.90,226.36,180.63,51%,NO-GO,
2026-05-02,139761885,Pokemon,071,Gengar-Holo Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,12480,33,139.99,140.00,156.08,124.55,11%,保留,156.98
2026-05-02,139761896,Pokemon,002,Fa/Gengar Vmax Gengar Vmax High-Cls.dk.,POKEMON JAPANESE SWORD & SHIELD GENGAR VMAX HIGH-CLASS DECK,19780,1,144.99,,234.77,187.34,62%,NO-GO,
2026-05-02,83387976,Pokemon,7,Charizard Gx Detective Pikachu,POKEMON JAPANESE SUN & MOON DETECTIVE PIKACHU,14442,4,500.00,500.00,163.44,141.43,-67%,GO,475.98
2026-05-02,139307688,Pokemon,115,Charizard Ex,POKEMON JAPANESE SV4A-SHINY TREASURE EX,12221,77,142.98,150.00,153.29,122.32,7%,保留,153.98
2026-05-02,131017208,Pokemon,011,Radiant Charizard,POKEMON GO JAPANESE,8997,58,250.00,249.00,109.31,94.59,-56%,GO,237.98
2026-05-02,149883973,One Piece Card Game,006,Tony Tony Chopper,25th Anniversary Premium Card Collection,15997,18,2291.40,2291.40,178.90,154.80,-92%,GO,2176.98
2026-05-02,149883965,One Piece Card Game,007,Nami Premium Card Coll -Film Red-,Premium Card Collection -One Piece Film Red-,9997,159,198.99,193.77,129.32,103.19,-35%,GO,189.98
2026-05-02,150849687,One Piece Card Game,001,Roronoa Zoro,25th Anniversary Premium Card Collection,12998,83,300.00,299.94,149.09,129.01,-50%,GO,285.98
2026-05-02,150849690,One Piece Card Game,008,Nico Robin,25th Anniversary Premium Card Collection,8997,44,187.99,162.09,118.54,94.59,-37%,GO,178.98
2026-05-02,150849703,One Piece Card Game,041,Monkey D. Luffy,Promo Cards,14444,79,219.99,219.99,163.46,141.45,-26%,GO,208.98
2026-05-02,149883963,One Piece Card Game,013,Roronoa Zoro Premium Card Coll -Film Red-,Premium Card Collection -One Piece Film Red-,9999,41,250.00,269.99,119.28,103.21,-52%,GO,237.98
2026-05-02,146847321,One Piece Card Game,061,Uta,Extra Booster -One Piece Heroines Edition-,9999,23,1122.99,1120.00,119.28,103.21,-89%,GO,1066.98
